1	1	1	1-5;1-10	11;11	1-10,2-5,3-5;1-10	10;5
2	1	56	2-20,3-7,8-4;1-22,9-4,7-7;8-3,2-20,3-9,1-6;6-7,1-24,8-5	20;20;25;25	1-15,9-3,5-6,8-2,2-5;2-10,3-5,1-10,8-5;1-20,8-4,6-3,9-2,2-5	15;15;20
2	1	57	8-3,3-5;9-5,8-3;2-26,7-7;1-30,5-5	10;10;25;25	1-25,2-8,3-6,6-6;4-2,5-2,1-15,2-15,3-10;4-2,2-10,1-25,6-7	15;15;15
2	1	58	11-2,1-20,6-5;11-3,10-2,1-30,5-3	15;25	1-15,9-4,5-6,8-3,2-12;2-10,3-15,1-10,8-5;1-20,8-4,6-3,9-2,2-15,15-1	15;15;20
2	1	59	6-5,1-20,5-4;11-4,7-7,5-3;8-5,2-9	15;15;10	1-20,2-8,3-8,7-4;5-4,2-6;9-2,7-6,1-25;5-4,2-8;8-4,1-10;7-6,8-3	15;15;15;15;15;15
2	1	60	9-5,3-20,7-5,8-3,6-5;10-2,2-20;9-5,3-20,1-20,8-3,5-3	25;15;30	9-4,3-10,4-4,8-4,1-10;7-10,2-10,1-20,4-3,5-2;9-2,3-10,4-4,8-4,1-20	15;15;15
2	1	61	4-5,7-7,8-3,10-2;2-20,3-9;11-4,8-5,1-26	15;20;25	1-25,9-5,2-5,3-6;4-7,5-4,2-15,1-10;9-2,3-8,1-15,5-2,4-4	15;15;15
2	1	62	1-26,7-7;5-5,10-2,2-9;9-7,11-3,6-5	25;15;15	7-4,2-10,1-15,9-3,4-4;1-15,8-6,2-15,3-15;4-6,5-6,1-15,2-5,7-2	15;20;15
2	1	63	1-26,7-7;3-20,8-5,2-9;9-7,10-3;6-5,10-2,2-9;5-5,11-3	25;25;10;15;10	9-8,1-25,3-10,2-5,4-3;5-8,4-7,1-30;9-8,1-20,2-5,3-5,4-5	20;20;20
2	1	64	9-3,10-3,1-30;8-4,2-20;11-3,10-2;2-26,7-7;1-30,5-4	25;15;15;25;25	1-15,7-4,8-6,3-5,5-4;1-25,2-10,3-10,4-5,5-3;7-4,8-4,1-10,4-2,5-2,3-10	20;20;20
2	1	65	9-5,3-20,7-5,8-3,6-5;10-2,2-20;9-5,3-20,1-20,8-3,5-3	25;15;25	1-16,2-8,3-8,7-4;5-2,2-6;9-2,7-6,1-20;5-4,2-8;8-4,1-10;7-6,8-3	15;5;15;5;10;10
2	1	66	4-5,7-7,8-3,10-2;2-20,3-9;11-4,8-5,1-26	15;20;25	3-16,7-6;1-20,5-6,2-8;9-3,11-2;4-4,7-6,8-3;2-10,5-4,3-8;11-3,8-4,1-26	10;15;5;10;10;15
2	1	67	9-3,10-3,1-30;8-4,2-20;9-5,10-2;2-26,7-7;1-30,5-4	30;15;10;25;25	9-4,3-10,4-4,8-4,1-8;7-10,2-10,1-20,3-5;9-2,3-10,4-4,8-4,1-20;1-5,4-5,10-2,5-6,6-7,8-3	15;15;15;15
2	1	68	7-7,8-5,6-5;9-5,10-2,2-9,5-3;7-7,11-5,2-20,1-30,10-2;9-5,8-5,7-7,3-20,5-3;7-7,8-3,3-7;9-5,10-3,1-30,5-4	15;15;40;30;30;30	2-18,8-4,1-30;9-3,5-3,4-4;7-10,11-4,2-30,1-60;9-4,8-5,7-10,3-30;7-10,11-4,2-30,1-30,9-4,5-4,8-4,15-1	15;15;15;15;15
2	1	69	1-6,2-7,3-6,4-4,5-3,6-7,7-2,8-3,9-3;1-35,3-3,5-6,6-9,10-3;1-35,10-4,11-4	15;11;11	1-5,2-6,3-5,4-3,5-2,6-6,7-1,8-2,9-2;1-25,3-2,5-5,6-8,10-2;1-25,10-3,11-3	15;11;11
2	1	70	1-25,2-6,3-6,4-6,6-9,9-3;1-20,2-25,3-20,5-6,10-3;1-3,8-6,9-3,10-3	11;11;11	1-15,2-5,3-5,4-5,6-8,9-2;1-10,2-15,3-10,5-5,10-2;1-2,8-5,9-2,10-2	11;11;11
2	1	71	6-22,4-9,5-5;1-55,2-40;3-25,6-20,7-3,10-4;8-6,9-6,11-4	7;19;7;7	6-12,4-8,5-4;1-45,2-30;3-15,6-10,7-2,10-3;8-5,9-5,11-3	7;19;7;7
2	1	72	4-4,5-4,1-30,3-20;5-5,6-9,7-4,10-3;1-45,8-5,9-7,11-4;2-6,1-25,3-25,6-7	11;11;11;11	4-3,5-3,1-20,3-10;5-4,6-8,7-3,10-2;1-35,8-4,9-6,11-3;2-5,1-15,3-15,6-6	11;11;11;11

3	1	1	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	2	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	3	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	4	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	5	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	6	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	7	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	8	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	9	1-15,2-6;1-15,2-6;1-15,2-10	25;30;25
3	1	10	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	11	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	12	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	13	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	14	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	15	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	16	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	17	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	18	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	19	1-15,2-6,3-10;1-15,2-6,3-8;1-15,2-10,3-6	25;30;20
3	1	20	1-15,2-6,3-5,5-2;1-15,2-6,3-8,8-1;1-15,2-10,3-6	25;30;25
3	1	21	1-15,2-6,3-5,8-2;1-15,2-6,3-8,5-2;1-15,2-10,3-6,8-2	25;30;25
3	1	22	1-15,2-6,3-5,5-2;1-15,2-6,3-8,8-1;1-15,2-10,3-6	25;30;25
3	1	23	1-15,2-6,3-5,8-2;1-15,2-6,3-8,5-2;1-15,2-10,3-6,8-2	25;30;25
3	1	24	1-15,2-6,3-5,5-2;1-15,2-6,3-8,8-1;1-15,2-10,3-6	25;30;25
3	1	25	1-15,2-6,3-5,8-2;1-15,2-6,3-8,5-2;1-15,2-10,3-6,8-2	25;30;25
3	1	26	1-15,2-6,3-5,5-2;1-15,2-6,3-8,8-1;1-15,2-10,3-6	25;30;25
3	1	27	1-15,2-6,3-5,8-2;1-15,2-6,3-8,5-2;1-15,2-10,3-6,8-2	25;30;25
3	1	28	1-15,2-6,3-5,5-2;1-15,2-6,3-8,8-1;1-15,2-10,3-6	25;30;25
3	1	29	1-15,2-6,3-5,8-2;1-15,2-6,3-8,5-2;1-15,2-10,3-6,8-2	25;30;25
3	1	30	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	31	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	32	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	33	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	34	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	35	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	36	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	37	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	38	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	39	7-6;4-2,2-8;8-2,7-2;1-20,5-2,2-8;7-4,3-6	30;25;30;30;20
3	1	40	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	41	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	42	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	43	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	44	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	45	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	46	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	47	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	48	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	49	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
3	1	50	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	1	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	2	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	3	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	4	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	5	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	6	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	7	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	8	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	9	1-10,6-4;1-15,2-6;1-15,6-3,2-8	25;30;25
4	1	10	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	11	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	12	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	13	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	14	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	15	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	16	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	17	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	18	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	19	5-2,11-2,3-5;4-2,9-3,6-3;1-15,2-10,11-1,3-4	25;30;20
4	1	20	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	21	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	22	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	23	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	24	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	25	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	26	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	27	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	28	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	29	9-3,1-10;9-3,3-6;9-2,2-10,6-2	25;30;25
4	1	30	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	31	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	32	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	33	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	34	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	35	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	36	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	37	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	38	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	39	7-4,1-10;5-2,2-8;8-2,6-4;8-2,5-2,3-8;7-4,9-2,2-5	30;25;30;30;20
4	1	40	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	41	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	42	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	43	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	44	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	45	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	46	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	47	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	48	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	49	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25
4	1	50	9-4,3-10,4-4,8-4;7-10,2-10,1-20;9-2,3-10,4-4,8-4,1-20	32;30;25

5	1	1	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	2	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	3	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	4	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	5	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	6	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	7	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	8	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	9	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	10	1-5,2-5,13-5;1-5,3-5,13-5;1-5,4-5,6-5,13-5	15;15;15
5	1	11	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	12	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	13	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	14	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	15	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	16	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	17	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	18	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	19	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	20	1-10,2-3,3-3,13-6,9-1;13-5,9-2,10-1	20;20
5	1	21	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	22	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	23	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	24	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	25	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	26	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	27	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	28	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	29	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	30	9-3,1-10,13-5;9-3,3-6,13-3;9-2,2-10,6-2	19;23;19
5	1	31	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	32	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	33	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	34	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	35	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	36	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	37	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	38	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	39	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	40	7-4,1-10,13-3;5-2,2-8;8-2,6-4,13-3;8-2,5-2,3-8;7-4,9-2,2-5,13-2	23;19;23;23;15
5	1	41	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	42	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	43	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	44	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	45	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	46	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	47	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	48	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	49	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19
5	1	50	9-4,3-10,4-4,13-5;7-10,2-10,1-20,13-4;9-2,3-10,4-4,1-20,13-3	32;23;19

6	1	1	1-40	15	1-10,2-5,3-5,13-3;1-10,13-3	10;5
6	1	2	1-25,3-15	20	1-3,2-3,3-3,13-3;3-12,2-7,13-3;1-7,2-5,3-7,13-3	5;10;10
6	1	3	1-10,2-5,3-10;1-15,3-10;3-5,2-10	15;10;10	2-10,3-7,13-3;1-3,2-7,3-7;2-15,13-3	10;10;10
6	1	4	1-15,5-1,2-5;1-15,3-10,5-2;4-2,1-10,2-10,3-10	10;10;15	1-7;2-7,3-7,1-10,13-3;1-5,2-5,3-7;1-10,13-3	5;10;10;5
6	1	5	1-10,2-5;1-15,3-10;1-10,3-5,2-10	5;10;10	1-3,2-3,3-17,13-3;1-3,2-3,3-17,13-3;1-5,2-5,3-15,13-3	10;10;10
6	1	6	2-10,1-15,6-2,13-2;1-10,2-5,3-5,5-1,13-2;2-5,1-20,4-2,13-2	15;10;15	1-10,2-4,3-4,5-4,13-3;1-10,2-2,3-2,5-6;1-7,5-4,2-1,3-1;5-2,13-3	15;20;15;5
6	1	7	3-5,2-3,5-2,1-5,13-2;3-5,2-7,1-10,6-2,13-2;3-5,2-5,10-1,1-5,13-2	10;15;15	1-7,2-7,3-7,5-4;1-4,2-10,3-10,5-4;1-10,2-4,5-2;5-4	15;15;10;5
6	1	8	1-15,3-4,2-3,8-2,13-2;1-10,3-8,2-10,13-2;1-6,3-4,2-4,5-2,4-1,13-2	15;15;10	5-2,1-7,2-2,13-3;5-4,1-7,3-4,13-3;5-4,1-4,2-7,3-6;1-7,5-6,13-3	10;10;15;10
6	1	9	6-2,3-5,1-5,2-3,13-2;2-5,3-8,1-10,5-1,13-2;1-10,5-1,2-5,13-2	10;10;15	1-18,5-2,3-4,13-3;1-10,2-10,3-4,5-2,13-3;1-15,3-4,2-4,5-4,13-3	15;15;15
6	1	10	10-1,1-10,3-5,2-5,13-2;10-1,5-1,1-10,3-6,13-2	15;15	2-15,3-20,1-5,13-3;2-10,3-25,1-15;1-25,3-10,2-15,13-3,15-1	15;20;15
6	1	11	1-10,3-4,2-3,13-2;1-10,5-4,2-3,13-2;1-6,3-4,2-3,6-2,13-2	10;15;15	1-15,2-5,3-10,5-3,13-3;5-4,2-15,3-10,1-10;5-2,1-30,2-3,3-3,13-3	15;15;20
6	1	12	6-1,1-10,3-5,4-1,2-5,13-2;5-2,3-6,1-15,4-1,13-2;2-5,3-8,1-10,4-2,5-1,13-2	15;15;15	5-2,2-20,3-15,13-3;1-25,2-5,3-10,13-3;5-6;2-10,1-15,3-10,13-3	15;15;5;15
6	1	13	10-1,3-6,13-2;3-4,13-2;1-10,2-15,9-3,6-4,5-4,13-2	5;5;25	2-8,3-5,1-10,13-3;3-11,2-15,1-20,5-2,13-3;1-25,2-10,3-15,5-5,13-3	10;15;15
6	1	14	3-6,2-6,13-2;3-8,1-10,13-2;2-6,3-6,10-1,6-2,5-3,13-2	10;15;25	3-35,2-10,5-1,13-3;1-10,3-20,5-2;1-15,3-10,2-8,5-1;1-8,3-20,5-2,13-3	15;15;10;15
6	1	15	3-8,10-1,13-3;6-2,1-20,8-2	10;20	1-15,2-15,3-15,5-5,13-3;1-20,2-10,3-10,5-5;1-30,2-5,3-5,5-7,13-3	15;15;15
6	1	16	1-6,2-6,3-5;5-2,1-8,2-5,9-2	15;20	1-20,5-2,6-4,13-3;1-10,2-5,3-10,6-6,13-3;6-4,1-5,2-10,5-2,3-5;6-3,1-15,2-10,3-10;6-10,13-3	15;15;15;20;5
6	1	17	3-10,7-2;6-2,2-10;7-6,1-10,9-3,5-3	10;10;20	2-10,3-5,5-4,6-4,7-3;1-25,2-5,3-6,5-2,7-2;6-3,1-5,2-10,3-5;5-4,6-5,7-3	15;20;15;5
6	1	18	1-10,6-2,3-10;1-10,7-2;2-20,5-1,3-10;1-10,7-2	20;10;20;15	1-15,6-6,3-10,13-4;2-5,1-15,3-8,6-4,13-4;6-4,1-20,2-5,3-5;1-15,2-15,6-8,13-4	15;15;15;15
6	1	19	3-5,2-6,6-3,1-10;6-2,1-10;2-10,5-2;3-5,2-6,6-2;3-4,1-14;2-10,5-2	20;10;10;15;20;15	5-4,1-10,2-5,3-10,13-4;6-3,5-1,1-25,3-10,13-4;1-15,2-15,6-5;6-4,2-20,1-20,3-5,13-4	15;20;15;20
6	1	20	10-1,13-2,1-15,5-2;10-2,2-10,1-20,3-6,13-2	20;25	6-4,2-10,3-5,1-15,13-4;5-2,6-4,1-25,2-5;3-8,2-6,1-10,5-4,6-5,13-4,15-1	15;15;15
6	1	21	1-15,10-1,3-6,13-3;8-3,7-2,13-3;4-4,2-10,13-3	20;10;15	4-3,5-2,1-15,2-8,3-10,13-4;5-3,6-2,4-4,1-25,13-4;1-10,2-10,4-3,5-2,6-2,13-4	20;15;15
6	1	22	4-2,7-3,1-20,13-3;6-2,5-5,1-20,3-5,13-3	20;30	1-5,6-2,5-3,9-3,4-2,13-4;2-5,1-4,6-2,3-10,4-4,13-4;6-6,1-15,5-3,4-2,3-5,13-4	10;15;15
6	1	23	1-10,3-10,6-2,5-2,13-3;8-3,9-3,3-4,13-3	20;15	9-2,1-6,2-4,4-2,5-3,6-6,13-4;1-20,9-2,4-3,5-4,13-4;2-10,3-10,5-2,4-4,6-7,13-4	15;15;20
6	1	24	2-10,3-4,13-3;7-6,1-10,9-2,5-3,13-3	20;20	9-2,5-2,1-20;4-2,2-15,13-4;3-6,5-2,1-20;9-2,4-1,2-8;5-2,3-8,1-5,13-4	15;10;15;5;10
6	1	25	9-2,1-20,13-3;9-3,1-10,3-4,13-3	25;25	1-25,9-3,2-5,13-4;4-5,5-4,2-5,1-10,13-4;9-2,3-8,1-12,5-2,4-2,13-4	15;15;15
6	1	26	9-2,5-2,1-10,6-5,13-3;7-3,2-10,10-2,3-4,13-3	20;20	4-2,9-2,2-10,1-10,13-5;1-35,3-10,5-2;9-2,5-2,1-20;4-2,2-15,13-5	15;15;15;10
6	1	27	3-6,5-2,1-6,3-4,13-3;9-1,8-2,2-8,1-20,13-3;5-4,3-8,2-4,13-3	20;25;15	2-10,1-15,6-5,9-3,13-5;1-15,4-6,5-3,9-1,13-5;1-15,2-15,3-10,4-4,6-7,13-5	15;15;20
6	1	28	8-2,9-4,2-10,13-3;1-15,3-10,6-2,5-3,13-3	20;25	9-8,1-25,3-10;5-8,4-7,1-30,13-5;9-8,1-20,2-5,3-5,4-5,13-5	20;20;20
6	1	29	7-4,3-5,1-15,5-2,13-3;7-4,3-3,10-2,2-6,13-3	25;15	1-10,9-3,5-6,8-2,2-5,13-5;2-10,3-5,1-10,8-5,13-5;1-20,8-4,6-3,9-2,2-5,13-5	15;15;20
6	1	30	7-6,10-1,1-10,13-3;7-6,10-1,10-1,8-2,13-3	25;15	1-25,2-8,3-6,6-6,13-5;4-2,5-2,1-15,2-15,3-10,13-5;4-2,2-10,1-25,6-7,13-5,15-1	15;15;15
6	1	31	9-2,2-6,1-10,7-6,5-4;9-2,2-6,5-2,7-6	25;20	3-7,8-2,1-10,4-4,5-3,13-5;9-3,8-4,1-10,13-5;5-6,6-5,4-4,1-15,2-4,3-8,13-5	15;10;20
6	1	32	9-4,8-2,7-8,13-3;9-3,6-4,3-10,5-4,13-3	20;25	7-4,2-10,1-15,9-3,4-4,13-5;1-15,8-6,2-15,3-15,13-5;4-6,5-6,1-15,2-5,7-2,13-5	15;20;15
